id_fabricante;cnpj_fabricante;fabricante
Fab00346;05150338000143;MEDSONDA - INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES DESCARTAV
Fab00347;62969589000198;CSL BEHRING COMÉRCIO DE PRODUTOS FARMACÊUTICOS LTDA
Fab00348;49324221000457;FRESENIUS KABI BRASIL LTDA.
Fab00349;07455576000192;VIDA FORTE NUTRIENTES INDUSTRIA E COMERCIO DE PRODUTOS NATURAIS LT
Fab00350;01772798000233;MEDTRONIC COMERCIAL LTDA
Fab00351;56998982003122;BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.
Fab00352;33078528000485;TORRENT DO BRASIL LTDA
Fab00353;61148037000156;ORTOPRATIKA INDUSTRIA E COMERCIO LTDA
Fab00354;44010437000181;CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA
Fab00355;02932074003298;HYPERMARCAS S/A
Fab00356;05452889000161;CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DO BRA
Fab00357;10778913000197;METAL SOLUTION DO BRASIL IND. E COM. DE MOVEIS LTDA - ME
Fab00358;95799201000298;ADLIN PLASTICOS LTDA
Fab00359;33348467000186;SHALON-FIOS CIRURGICOS LTDA.
Fab00360;01221540000168;PRO-FORMULA ABC COSMETICOS EIRELI
Fab00361;31673254000102;LABORATORIOS B BRAUN SA
Fab00362;11424477000110;LEO PHARMA LTDA
Fab00363;01417367000178;ARKTUS INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA.
Fab00364;66000787000108;WAMA PRODUTOS PARA LABORATORIO LTDA
Fab00365;04755436000141;S S PLUS DO BRASIL LTDA - EPP
Fab00366;68567650000157;S.S. WHITE ARTIGOS DENTARIOS LTDA
Fab00367;33026055000120;MEGALABS FARMACEUTICA S.A.
Fab00368;90816299000140;STARK METALURGICA INDUSTRIA E COMERCIO LTDA
Fab00369;01122234000174;IMPORT SERVICE MATERIAL MEDICO HOSPITALAR LTDA
Fab00370;15127898000130;MUNDIPHARMA BRASIL PRODUTOS MEDICOS E FARMACEUTICOS LTDA.
Fab00371;27011022000103;BL INDÚSTRIA ÓTICA LTDA
Fab00372;05050260000195;PROCARE COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab00373;60397965000191;LYSANDA PRODUTOS ODONTOLOGICOS LTDA - EPP
Fab00374;02932074000191;HYPERMARCAS S/A
Fab00375;00317372000146;GALDERMA BRASIL LTDA
Fab00376;50358522000138;INDUSTRIA NACIONAL DE ARTEFATOS DE LATEX S.A
Fab00377;96167887000186;PRATA PRODUTOS ODONTOLOGICOS LTDA - EPP
Fab00378;05944604000100;EDWARDS LIFESCIENCES COMERCIO DE PRODUTOS MEDICO-CIRURGICOS LTDA.
Fab00379;62969589001593;CSL BEHRING COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
Fab00380;84683556000110;KAVO DO BRASIL INDUSTRIA E COMERCIO LTDA
Fab00381;16647278000195;PARAMED DISTRIBUIDORA DE MEDICAMENTOS LTDA
Fab00382;00969061000323;CARBOGEL INDUSTRIA E COMERCIO LTDA
Fab00383;18272875000108;COOPERFLEX INDUSTRIA E COMERCIO DE FIOS E CABOS ELETRICOS LTDA
Fab00384;14110250000199;VALPLASTIC COMERCIO DE PLASTICOS LTDA - ME
Fab00385;05953172000101;FAVA INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES E ODONTOLOGICOS
Fab00386;45987013002269;MERCK SHARP & DOHME FARMACEUTICA LTDA
Fab00387;03431790000158;RAQUEL NOGUEIRA SOROCABA - EPP
Fab00388;14683163000120;JFB DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS E EQUIPAMENTOS HOSPITA
Fab00389;63643571000164;TANARIMAN INDUSTRIAL LTDA
Fab00390;33060740000172;MANTECORP INDUSTRIA QUIMICA E FARMACEUTICA LTDA
Fab00391;45841137000107;DLA PHARMACEUTICAL LTDA
Fab00392;33349473000239;FARMOQUIMICA S A
Fab00393;33019548000132;SILVESTRE LABS. QUÍMICA E FARMACÊUTICA LTDA
Fab00394;13863381000184;MIDFARMA PRODUTOS FARMACEUTICOS LTDA
Fab00395;01935049000107;PROTEGE DESCARTAVEIS LTDA
Fab00396;48396378000182;UCI FARMA INDUSTRIA FARMACEUTICA LTDA
Fab00397;08546929000122;CARESTREAM DO BRASIL COMERCIO E SERVICOS DE PRODUTOS MEDICOS LTDA
Fab00398;02477571000147;DENTAL MED SUL ARTIGOS ODONTOLOGICOS LTDA
Fab00399;01101363000186;DENTALVILLE DO BRASIL LTDA - EPP
Fab00400;06923493000207;MEDFIO INDUSTRIA E COMERCIO DE ARTIGOS ODONTOLOGICOS - EIRELI
Fab00401;04654861000144;INDALABOR INDAIA LABORATÓRIO FARMACÊUTICO LTDA
Fab00402;00015955000112;SDI BRASIL INDUSTRIA E COMERCIO LTDA
Fab00403;05155425000193;CASULA & VASCONCELOS INDUSTRIA FARMACEUTICA E COMERCIO LTDA EPP
Fab00404;78742491000133;JOAOMED COMERCIO DE MATERIAIS CIRURGICOS LTDA
Fab00405;61517397000188;THERASKIN FARMACEUTICA LTDA.
Fab00406;07897039000100;DENTEMED EQUIPAMENTOS ODONTOLOGICOS LTDA - EPP
Fab00407;61418042000131;CIRURGICA FERNANDES LTDA
Fab00408;11172836000190;TOP MED IMPORTACAO E DISTRIBUICAO LTDA - ME
Fab00409;17562075000320;CIFARMA CIENTIFICA FARMACEUTICA LTDA
Fab00410;13038445000102;AGE HOSPITALAR LTDA - EPP
Fab00411;08939548000103;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
Fab00412;00938703000165;HOLLISTER DO BRASIL LTDA
Fab00413;10918419000180;KCI BRASIL IMPORTADORA E DISTRIBUIDORA DE PRODUTOS PARA SAUDE LTDA
Fab00414;13656820000188;SMITH & NEPHEW COMERCIO DE PRODUTOS MEDICOS LTDA.
Fab00415;25463374000174;MEDEFE PRODUTOS MEDICO- HOSPITALARES LTDA
Fab00416;78746773000109;CASEX IND DE PLASTICOS E PROD MEDICOS HOSPITALARES LTDA
Fab00417;54858014000501;ESSITY SOLUCOES MEDICAS DO BRASIL COMERCIO E DISTRIBUICAO LTDA.
Fab00418;04967408000198;EMERGO BRAZIL IMPORT IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICOS
Fab00419;01784792000529;EQUIPLEX INDUSTRIA FARMACEUTICA LTDA
Fab00420;04380711000190;DELTA MEDICAL COMERCIAL LTDA - EPP
Fab00421;61150819000120;LABORATORIO AMERICANO DE FARMACOTERAPIA S A
Fab00422;56998982000107;BRISTOL-MYERS SQUIBB FARMACEUTICA S/A
Fab00423;56994502000644;NOVARTIS BIOCIENCIAS SA
Fab00424;59231530000355;KOLPLAST C I LTDA
Fab00425;48740849000128;CRAL ARTIGOS PARA LABORATÓRIOS LTDA
Fab00426;06172459000159;NUTRIEX IMPORTAÇÃO E EXPORTAÇÃO DE PRODUTOS NUTRICIONAIS E FARMOQU
Fab00427;46179008000320;BRASTERAPICA INDUSTRIA FARMACEUTICA S/E LTDA
Fab00428;60874187000265;DAIICHI SANKYO BRASIL FARMACEUTICA LTDA.
Fab00429;20627681000120;CENTER DENT SERVICO DE PROTESE DENTARIA LTDA
Fab00430;04246660000108;TAUENS FARMACEUTICA LTDA
Fab00431;56998701001945;ABBOTT -
Fab00432;05218197000153;TAYLOR FARMACIA DE MANIPULACAO LTDA - ME
Fab00433;01623403000150;BIOTEXTIL INDUSTRIA E COMERCIO LTDA. ME
Fab00434;11463608000179;ERIMAR INDUSTRIA E COMERCIO DE PRODUTOS PARA SAUDE LTDA - ME
Fab00435;00157774000554;TARGA LTDA
Fab00436;17210388000158;NATHY IMPORTAÇÃO E EXPORTAÇÃO LTDA
Fab00437;03578185000104;TECNOFIO INDUSTRIA E COMERCIO DE FIOS E MATERIAIS ISOLANTES LTDA
Fab00438;68176544000142;KSN - PROTECAO RESPIRATORIA EIRELI
Fab00439;02881877000164;POLAR FIX INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab00440;65651028000134;MADEITEX COMERCIO VAREJISTA DE ARTEFATOS DE LATEX LTDA
Fab00441;00626948000157;HANESBRANDS BRASIL TEXTIL LTDA
Fab00442;10972948000162;BRAZMIX COMERCIO VAREJISTA E ATACADISTA LTDA
Fab00443;95799201000107;ADLIN PLASTICOS LTDA
Fab00444;87156352000119;INCOTERM INDUSTRIA DE TERMOMETROS LTDA
Fab00445;47388533000156;METALURGICA FAVA INDUSTRIA E COMERCIO LTDA
Fab00446;04516470000163;TECNOPRINT IMPRESSOS TECNICOS LTDA - ME
Fab00447;27325768000191;PREMIUM HOSPITALAR EIRELI
Fab00448;06105362000123;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA
Fab00449;10896647000105;DUOTEC - EMBALAGENS LTDA - EPP
Fab00450;06207441000145;PROTEC EXPORT INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE EQUI
Fab00451;84966498000131;MAXICOR PRODUTOS MÉDICOS LTDA
Fab00452;08106200000135;WILLTEK TECNOLOGIA E COMERCIO DE EQUIPAMENTOS MEDICOS HOSPITALARES
Fab00453;07907297000112;ACE MEDICAMENTOS LTDA - EPP
Fab00454;70939574000296;FABRICA DE ARTEFATOS DE LATEX SAO ROQUE LTDA
Fab00455;33009945002924;Produtos Roche Quim. e Farmacêuticos S/A
Fab00456;03713939000191;MARDAM INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE LTDA
Fab00457;17256512000116;DROGARIA ARAUJO S/A
Fab00458;72899016000431;ESSITY DO BRASIL INDUSTRIA E COMERCIO LTDA
Fab00459;07967729000180;HADASSAH - COSMETICOS LTDA - ME
Fab00460;25137947000170;AGUAMED IMPORTADORA E EXPORTADORA DE EQUIPAMENTOS HOSPITALARES E O
Fab00461;07415627000152;TKL IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTD
Fab00462;11906456000131;MANUFARMA COMERCIO DE PRODUTOS FARMACEUTICOS LTDA
Fab00463;06954360000109;MASTER COMERCIAL EIRELI
Fab00464;10967865000185;FISIOVITAL COMERCIO DE ARTIGOS ORTOPEDICOS LTDA
Fab00465;03586651000101;DESCARTAVEIS NON WOVEN IMPORTACAO E EXPORTACAO LTDA
Fab00466;59748988000114;JOHNSON & JOHNSON INDUSTRIAL LTDA
Fab00467;43566371000148;BADEIA COMÉRCIO E IMPORTAÇÃO LTDA
Fab00468;58216797000149;KINNER DO BRASIL LTDA
Fab00469;01310212000138;AMERICA MEDICAL LTDA
Fab00470;01648513000176;PKB PRODUTOS QUIMICOS LTDA
Fab00471;02520218000100;ANDREONI TEXTIL LTDA - ME
Fab00472;48939276000166;MEDI HOUSE IND E COM DE PRODUTOS CIRURGICOS LTDA
Fab00473;03869526000281;J.R.D. INDUSTRIA FARMACEUTICA LTDA
Fab00474;05761666000186;SANAFARMA IND. & COM. DE PRODUTOS QUIMICOS E FARMACEUTICOS LTDA -
Fab00475;83200105000111;MEDIX DISTRIBUICAO COMERCIO E REPRESENTACAO LTDA
Fab00476;59556621000107;MARK MED INDUSTRIA E COMERCIO LTDA
Fab00477;06143681000123;BIOSANI INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS L
Fab00478;30450803000109;ZAMMI INSTRUMENTAL LTDA
Fab00479;80392434000113;J. PROLAB INDUSTRIA E COMERCIO DE PRODUTOS PARA LABORATORIO LTDA
Fab00480;33348467000429;SHALON-FIOS CIRURGICOS LTDA
Fab00481;10235337000131;HN DESC COMERCIO E CONFECCOES DE PRODUTOS HOSPITALARES LTDA - ME
Fab00482;01891218000146;MSD BRASIL LTDA. - ME
Fab00483;65738155000175;MARIMAR INDUSTRIA COMERCIO IMPORTACAO E EXPORTACAO DE RPG LTDA - M
Fab00484;11206140000137;FARMACIA SKIBA LTDA
Fab00485;11243246000100;BRH SAUDE OCUPACIONAL LTDA
Fab00486;17152616000180;BRASIL MED CARE IMPORTACAO, EXPORTACAO, COMERCIO E DISTRIBUICAO LT
Fab00487;04704457000138;PLASTCOR DO BRASIL LTDA
Fab00488;00417825000106;MSO COMERCIO E REPRESENTACOES LTDA - ME
Fab00489;00894372000109;MB TEXTIL LTDA
Fab00490;11098609000161;ADVA OPTICAL NETWORKING SERVICOS BRASIL LTDA.
Fab00491;90059171000189;POLI TAPE INDUSTRIA E COMERCIO DE FITAS ADESIVAS LTDA
Fab00492;05161206000117;CLEAN UP BRAZIL BIOTECNOLOGIA LTDA - ME
Fab00493;54565478000198;SISPACK MEDICAL LTDA. - EPP
Fab00494;09593438000103;BIO ADVANCE DIAGNOSTICOS LTDA - EPP
Fab00495;07439329000100;TALGE DESCARTAVEIS DO BRASIL LTDA
Fab00496;09271415000174;UZZI QUIMICA LTDA
Fab00497;11204960000190;ASTROMED INDUSTRIA E COMERCIO DE EMBALAGENS FLEXIVEIS LTDA - EPP
Fab00498;19844928000180;G. F. CARDOSO LEITE & CIA LTDA - ME
Fab00499;49941123000116;MEDIX INDUSTRIA E COMERCIO LTDA
Fab00500;43512870000152;CPL MEDICAL S PRODUTOS MEDICOS LTDA
Fab00501;09545032000147;RESGATE SP PRODUTOS PARA RESGATE, APH E EPI LTDA - ME
Fab00502;66525379000161;KONDENTECH INDUSTRIA E COMERCIO LTDA
Fab00503;08665289000170;M.M. CAPELLARO COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA
Fab00504;95433397000111;COMÉRCIO DE MAT. MÉD. HOSP. MACROSUL LTDA
Fab00505;50328590000154;UNITEC INDUSTRIA E COMERCIO DE APARELHOS HOSPITALARES LTDA
Fab00506;61793691000112;CONTROLES GRAFICOS DARU S A
Fab00507;01814778000105;BIOLAND INDUSTRIA E COMERCIO DE COMPOSTO ORGANICO LTDA - EPP
Fab00508;08633431000105;GABISA MEDICAL INTERNATIONAL LTDA - EPP
Fab00509;11896538000142;SOLUMED DISTRIBUIDORA DE MEDICAMENTOS E PRODUTOS PARA SAUDE LTDA-E
Fab00510;47193115000103;CIRURGICA BRASIL COMERCIO IMPORT. LTDA
Fab00511;35997345000146;HOSPIDROGAS COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab00512;07699581000140;POLLITEX EMBALAGENS FLEXIVEIS LTDA
Fab00513;19316473000120;BERNIERI & CIA LTDA
Fab00514;45740289000113;ORTOFEN INDUSTRIA E COMERCIO
Fab00515;25078142000100;RAFAEL NERES DA COSTA 36419550840
Fab00516;10853028000125;VIDA RESGATE COMERCIO DE PRODUTOS A.P.H. LTDA
Fab00517;13236116000176;MEDK INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE PRODUTOS MEDI
Fab00518;47231121000108;BEKER PRODUTOS FARMACO HOSPITALARES LTDA
Fab00519;02068375000119;MEDICICOR COMERCIAL EIRELI
Fab00520;30667695000120;HARTMANN IND. COM. PRODUTOS MÉDICOS-HOSPITALARES LTDA.
Fab00521;41921149000190;LABORATORIO FARMACEUTICO ARBORETO LTDA
Fab00522;10842256000108;GROW QUIMICA E FARMACEUTICA LTDA.
Fab00523;00562583000144;RENYLAB - QUIMICA E FARMACEUTICA LTDA
Fab00524;10994658000110;FAROL DISTRIBUIDORA DE MEDICAMENTOS LTDA - ME
Fab00525;14190675000155;DENTAL CREMER PRODUTOS ODONTOLOGICOS S.A.
Fab00526;04901171000142;CASSIFLEX LTDA - ME
Fab00527;15456627000129;DIDRATE IND. E COM. DE PRODUTOS FARMACEUTICOS LTDA
Fab00528;12283775000109;UNIGLOVES BRASIL IMPORTADORA LTDA - ME
Fab00529;15229391000198;SAFRA INDUSTRIA E COMERCIO DE ALCOOL PARA USO DOMESTICO LTDA
Fab00530;01440590000136;FRESENIUS MEDICAL CARE LTDA.
Fab00531;43640754000119;FUNDACAO PARA O REMEDIO POPULAR FURP
Fab00532;73222549000102;MAXITEX INDUSTRIA TEXTIL LTDA - EPP
Fab00533;00681314000105;ORTOMED HOSPITALAR INDUSTRIA E COMERCIO LTDA - ME
Fab00534;82641325000118;CREMER S.A
Fab00535;47641907000101;SORRI-BAURU
Fab00536;03644345000176;POLIFILME INDUSTRIA E COMERCIO DE EMBALAGENS LTDA - EPP
Fab00537;28415097000112;ANAPOLIS INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES EIRELI
Fab00538;01000823000180;SOLUMED MATERIAIS MEDICOS LTDA - EPP
Fab00539;07415627000314;TKL IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICOS E HOSPITALARES LTD
Fab00540;09032626000154;AGFA HEALTHCARE BRASIL IMPORTACAO E SERVICOS LTDA.
Fab00541;50371889000191;PRECISION CENTRO DE DIAGNOSTICO S/C LTDA
Fab00542;04064092000124;INACIO CAETANO FERREIRA NETO - EPP
Fab00543;03075426000100;BIODONT INDUSTRIA , COMERCIO, IMPORTACAO E EXPORTACAO LTDA
Fab00544;27089709000161;FIRSTLAB INDUSTRIA IMPORTACAO E EXPORTACAO DE PRODUTOS PARA LABORA
Fab00545;14197433000193;SAFE MEDICAL-PRODUTOS HOSPITALARES LTDA
Fab00546;00252903000160;ESTERILI-MED INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS HOSPITAL
Fab00547;10757876000130;SR PRODUTOS MEDICOS LTDA
Fab00548;13324282000124;KASVI IMPORTACAO E DISTRIBUICAO DE PRODUTOS PARA LABORATORIOS LTDA
Fab00549;05030501000134;MIKATOS INDUSTRIA, COMERCIO E SERVICOS DE APARELHOS MEDICOS LTDA -
Fab00550;07294636000132;MD MATERIAL HOSPITALAR LTDA - ME
Fab00551;93480192000161;CIEX DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA
Fab00552;54741095000123;CIRUVET INDUSTRIA E COMERCIO LTDA - EPP
Fab00553;05333542000108;TEVA FARMACEUTICA LTDA.
Fab00554;05691570000199;ATRASORB INDUSTRIA DE PRODUTOS HOSPITALARES LTDA - EPP
Fab00555;20995679000103;MC MURA PEREIRA COMERCIO DE PRODUTOS FARMACEUTICOS
Fab00556;49475833001501;BIOLAB SANUS FARMACEUTICA LTDA
Fab00557;13644713000130;ROMED INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA - EPP
Fab00558;06940329000119;MED SHARP INDUSTRIA E COMERCIO DE PRODUTOS HOSPITALARES LTDA - ME
Fab00559;08172563000179;4 R INDUSTRIA E COMERCIO DE TUBOS DE LATEX LTDA. - ME
Fab00560;61117263000170;VENKURI INDUSTRIA DE PRODUTOS MEDICOS LTDA.
Fab00561;03820314000129;FORTINOX - INDUSTRIA, COMERCIO E SERVICOS LTDA - EPP
Fab00562;17545961000184;ICARAI DO BRASIL INDUSTRIA QUIMICA LTDA
Fab00563;49748460000191;PLASCALP PRODUTOS CIRURGICOS LTDA
Fab00564;02823683000102;CAPRICORN TECHNOLOGIES DO BRASIL LTDA
Fab00565;01177248000195;CRISTOFOLI EQUIPAMENTOS DE BIOSSEGURANCA LTDA
Fab00566;42180406000143;GUERBET PRODUTOS RADIOLOGICOS LIMITADA
Fab00567;45272721000199;SEGMENTA FARMACEUTICA LTDA.
Fab00568;21324430000139;CARDOSO & SILVA MEDICAMENTOS LTDA
Fab00569;22685341000695;LIMA & PERGHER INDUSTRIA E COMERCIO S/A
Fab00570;20259895000190;MEDPRO COMERCIO DE PRODUTOS HOSPITALARES LTDA
Fab00571;07946202000170;PHARMATEX COMERCIAL DE PRODUTOS HOSPITALARES LTDA
Fab00572;48539084000162;IMBRALAB IND BRASILEIRA DE PROD PARA LABORATORIO LTDA - ME
Fab00573;05421585000137;WINNER INDUSTRIA DE DESCARTÁVEIS LTDA
Fab00574;28145496000100;INJEMED DISTRIBUIDORA HOSPITALAR LTDA
Fab00575;10742412000401;BRACCO IMAGING DO BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS
Fab00576;13333090000184;NIPRO MEDICAL CORPORATION PRODUTOS MEDICOS LTDA.
Fab00577;72021223000146;MISSOURI INDUSTRIA E COMERCIO LTDA - EPP
Fab00578;54858014000170;NEVE INDUSTRIA E COMERCIO DE PRODUTOS CIRURGICOS LTDA
Fab00579;31228836000171;ORTOBRAS INDUSTRIA E COMERCIO DE ORTOPEDIA LTDA
Fab00580;03917989000190;MB INDUSTRIA CIRURGICA LTDA
Fab00581;10948986000180;TOPMEDICAL COMERCIO E REPRESENTACAO DE PRODUTOS MEDICO-HOSPITALARE
Fab00582;05652247000106;Lumiar Helth Builders Equipamentos Hospitalares LTDA
Fab00583;04759433000186;FERNAMED LTDA
Fab00584;26965679000147;GG INDUSTRIA DE EQUIPAMENTOS MEDICOS LTDA
Fab00585;30153811000193;GUERBET IMAGEM DO BRASIL LTDA
Fab00586;01332005000184;DENTSCLER INDUSTRIA DE APARELHOS ODONTOLOGICOS LTDA - EPP
Fab00587;06295846000182;ULTRADENT DO BRASIL PRODUTOS ODONTOLOGICOS LTDA.
Fab00588;60397874000156;FUJIFILM DO BRASIL LTDA.
Fab00589;02828962000169;MAC ARTIGOS ODONTOLOGICOS E PROTESE LTDA - EPP
Fab00590;04644478000105;MEDICALTEC LTDA - EPP
Fab00591;58188194000261;GN INJECTA INDUSTRIA, COMERCIO DE MATERIAIS MEDICOS, CIRURGICOS, O
Fab00592;07506786000162;PORTELA & LIMA LTDA
Fab00593;07204369000165;ANA SILVIA ALVES MARTINS FALEIROS DE ANDRADE - ME
Fab00594;59293662000140;FABRICA DE ARTEFATOS METALURGICOS ITA LTDA
Fab00595;57893521000132;PERFITECNICA PERFIS TECNICOS DE BORRACHA LTDA
Fab00596;54516661006215;JOHNSON & JOHNSON DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS PARA
Fab00597;49425259000173;VIPI INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO DE PRODUTOS ODON
Fab00598;33112665000499;DFL INDUSTRIA E COMERCIO S/A
Fab00599;07340978000141;SALUTEM INDUSTRIA E COMERCIO ELETRONICO EIRELI
Fab00600;31258478000220;TECHNEW COMERCIO E INDUSTRIA LTDA.
Fab00601;21284068000110;FARMATEX DO BRASIL S/A
Fab00602;44734671000155;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
Fab00603;00659050000185;CENTER MED COMERCIAL LTDA
Fab00604;70306451000137;NEVOA PRODUTOS HIGIENICOS LTDA
Fab00605;11014549000151;BIOFLORENCE IMPLEMENTOS ORTOPEDICOS LTDA
Fab00606;81591786000160;TDV DENTAL LTDA
Fab00607;51943645000107;BIOMEDICAL EQUIPAMENTOS E PROD MEDICO-CIRURGICOS LTDA
Fab00608;05306092000156;REALDESC INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS LTDA
Fab00609;00260485000152;LUIZ FERNANDO ZIMER - EIRELI
Fab00610;07744954000158;IRIS INDUSTRIA DE PRODUTOS DESCARTAVEIS E HIGIENICOS LTDA
Fab00611;20451726000239;SALUTEM COMERCIO DE MOVEIS HOSPITALARES EIRELI
Fab00612;57680605000198;JON INDUSTRIA E COMERCIO DE PRODUTOS ODONTOLOGICOS LTDA - EPP
Fab00613;11206099000441;SUPERMED COMERCIO E IMPORTACAO DE PRODUTOS MEDICOS E HOSPITALARES
Fab00614;02491464000173;SKY INDUSTRIA E COMERCIO DE PRODUTOS DESCARTAVEIS LTDA
Fab00615;13724320000136;ACON COMERCIO INTERNACIONAL LTDA
Fab00616;05753434000186;ADRIANA PAULA T I GOMES IMPORTACAO E EXPORTACAO
Fab00617;09244998000144;INDUSTRIA E COMERCIO DE PRODUTOS CIENTIFICOS PERFECTA LTDA. - EPP
Fab00618;33425331000122;VIGODENT S/A INDUSTRIA E COMERCIO
Fab00619;07636198000143;K J COMERCIO DE PRODUTOS ALIMENTICIOS LTDA
Fab00620;38907770000195;PRISMA INSTRUMENTOS ODONTOLOGICOS LTDA - EPP
Fab00621;03481596000187;K' DENTAL COMERCIO DE MATERIAIS ODONTOLOGICOS LTDA
Fab00622;05629237000150;PHARMAINOX - INDUSTRIA E COMERCIO DE MATERIAIS ODONTOLOGICOS LTDA
Fab00623;08753814000109;SOFT SURGICAL SOLUCOES HOSPITALARES EIRELI
Fab00624;48203210000103;KONEX INDUSTRIA E COMERCIO LTDA
Fab00625;10695892000146;MED COMPANY - MEDICINA ESPECIALIZADA LTDA
Fab00626;07620849000107;NOS@LIG PRODUTOS ODONTOLOGICOS LTDA - EPP
Fab00627;18834914000113;NOVA OGP INDUSTRIA E COMERCIO EIRELI
Fab00628;01074837000148;WILCOS DO BRASIL INDUSTRIA E COMERCIO LIMITADA
Fab00629;10592570000171;JUED COMERCIO E ASSISTENCIA DE EQUIPAMENTOS ODONTOLOGICOS LTDA - M
Fab00630;02175931000156;ORLANDO ANTONIO BUSSIOLI - EPP
Fab00631;08762826000108;L & R BORGES INDUSTRIA, COMERCIO, EXPORTACAO E IMPORTACAO DE ARTIG
Fab00632;37055977000116;BRASVAL COMERCIO E REPRESENTACOES LTDA
Fab00633;65441255000135;DENTAL MORELLI LTDA
Fab00634;03155958000140;MEDPEJ - EQUIPAMENTOS MEDICOS LTDA
Fab00635;61140349000113;BIC BRASIL S.A.
Fab00636;01265357000164;MEDICATE S/C LTDA
Fab00637;05111219000181;GERATHERM MEDICAL DO BRASIL LTDA.
Fab00638;56036718000192;CENTERLAB CENTRAL DE LABORATORIOS LTDA
Fab00639;47567797000177;MIRAGE INDUSTRIA E COMERCIO DE PECAS LTDA
Fab00640;61461034000178;CARCI IND COM APARELHOS CIRURGICOS E ORTOPEDICOS LTDA
Fab00641;11244404000147;LUDAN INDUSTRIA E COMERCIO EIRELI
Fab00642;04008318000170;ESSENCE DENTAL IMPORTACAO E EXPORTACAO LTDA
Fab00643;59231530000193;KOLPLAST C I LTDA
Fab00644;11462456000190;DIAGNOSTICA INDUSTRIA E COMERCIO LTDA - ME
Fab00645;06219757000157;VIDAFARMA DIST. DE MEDICAMENTOS LTDA
Fab00646;47963319000186;ANIDROL PRODUTOS PARA LABORATORIOS LTDA
Fab00647;04214934000187;SUPERMAX BRASIL IMPORTADORA S/A
Fab00648;05133898000190;MEGA QUIMICA INDUSTRIA E COMERCIO EIRELI
Fab00649;01858973000129;AIRELA INDUSTRIA FARMACEUTICA LTDA
Fab00650;64711500000386;UCB BIOPHARMA S.A.
Fab00651;01107391000100;SUPPORT PRODUTOS NUTRICIONAIS LTDA
Fab00652;58430828000593;BLAU FARMACEUTICA S.A.
Fab00653;50208271000105;DORJA INDUSTRIA E COMERCIO DE EQUIPAMENTOS MEDICOS LTDA
Fab00654;01541283000141;INDÚSTRIA QÍMICA DO ESTADO DE GOIÁS SA IQUEGO
Fab00655;46385514000103;ROYTON QUIMICA FARMACEUTICA LTDA
Fab00656;19791813000175;LABORATORIOS OSORIO DE MORAES LTDA
Fab00657;05161069000978;BRAINFARMA INDUSTRIA QUIMICA E FARMACEUTICA S.A.
Fab00658;00000000006312;#N/D
Fab00659;93410975000179;UTIL QUIMICA INDUSTRIA E COMERCIO EIRELI
Fab00660;04522600000170;LUNDBECK BRASIL LTDA
Fab00661;06910560000160;NEWDESC CONFECCOES DE PRODUTOS DESCARTAVEIS LTDA - ME
Fab00662;05483265000101;TOP EQUIPAMENTOS MEDICOS E ODONTOLOGICOS LTDA
Fab00663;00969061000161;CARBOGEL INDUSTRIA E COMERCIO LTDA
Fab00664;03317467000158;LABOR LINE INDUSTRIA E COMERCIO DE EQUIPAMENTOS HOSPITALARES E LAB
Fab00665;03567490000109;ITW QUIMICA SUSTENTAVEL LTDA.
Fab00666;02683865000397;VOLK DO BRASIL LTDA
Fab00667;02060549000105;F.B.M. INDUSTRIA FARMACEUTICA LTDA
