id_produto;codigo_br;descricao_catmat;generico;unidade_fornecimento;status_utilizacao
Pro00177;268255;EPINEFRINA, DOSAGEM:1MG/ML, USO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00178;268273;NITROFURANTOÍNA, DOSAGEM:100 MG;SIM;CÁPSULA            ;Utilizado
Pro00179;268285;NITRAZEPAM, DOSAGEM:5 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00180;268292;FOLINATO DE CÁLCIO, DOSAGEM:15 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00181;268331;IPRATRÓPIO BROMETO, DOSAGEM:0,25 MG/ML, USO:SOLUÇÃO PARA INALAÇÃO;SIM;FRASCO 20,00 ML    ;Utilizado
Pro00182;268370;ACICLOVIR, DOSAGEM:200 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00183;268380;ALPROSTADIL, DOSAGEM:20 MCG, INDICAÇÃO:INJETÁVEL;NÃO;AMPOLA 20,00 MCG   ;Utilizado
Pro00184;268390;SAIS PARA REIDRATAÇÃO ORAL, APRESENTAÇÃO:PÓ, COMPOSTO POR: CLORETO SÓDIO 3,5G + GLICOSE 20G, INDICAÇÃO:+ CITRATO DE SÓDIO 2,9;NÃO;ENVELOPE           ;Utilizado
Pro00185;268436;CLINDAMICINA, DOSAGEM:300 MG;SIM;CÁPSULA            ;Utilizado
Pro00186;268439;CLARITROMICINA, DOSAGEM:500 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00187;268469;ISOFLURANO, APRESENTAÇÃO:ANESTÉSICO INALATÓRIO;NÃO;FRASCO 100,00 ML   ;Utilizado
Pro00188;268481;MIDAZOLAM, DOSAGEM:5 MG/ML, APLICAÇÃO:INJETÁVEL;NÃO;AMPOLA 10,00 ML    ;Utilizado
Pro00189;268481;MIDAZOLAM, DOSAGEM:5 MG/ML, APLICAÇÃO:INJETÁVEL;NÃO;AMPOLA 3,00 ML     ;Utilizado
Pro00190;268493;DOXAZOSINA MESILATO, COMPOSIÇÃO:2 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00191;268495;DOXAZOSINA MESILATO, COMPOSIÇÃO:4 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00192;268504;ONDANSETRONA CLORIDRATO, DOSAGEM:2 MG/ML, INDICAÇÃO:INJETÁVEL;SIM;AMPOLA 2,00 ML     ;Utilizado
Pro00193;268534;TRAMADOL CLORIDRATO, DOSAGEM:50 MG;SIM;CÁPSULA            ;Utilizado
Pro00194;268851;NORFLOXACINO, DOSAGEM:400 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00195;268856;LOSARTANA POTÁSSICA, DOSAGEM:50 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00196;268861;ITRACONAZOL, DOSAGEM:100 MG;NÃO;CÁPSULA            ;Utilizado
Pro00197;268896;ANLODIPINO BESILATO, DOSAGEM:10 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00198;268949;AZITROMICINA, DOSAGEM:40 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL;SIM;FRASCO 15,00 ML    ;Utilizado
Pro00199;268956;LEVONORGESTREL, DOSAGEM:0,75 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00200;268960;DOPAMINA, DOSAGEM:5 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 10,00 ML    ;Utilizado
Pro00201;268994;BUPROPIONA CLORIDRATO, DOSAGEM:150 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00202;269388;DEXAMETASONA, DOSAGEM:4 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00203;269460;ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO:150 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00204;269622;GLICEROL, DOSAGEM:12%, APRESENTAÇÃO:CLISTER;NÃO;FRASCO 500,00 ML   ;Utilizado
Pro00205;269838;LUVA CIRÚRGICA, MATERIAL:LÁTEX NATURAL, TAMANHO:7,50, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:COMPRIMENTO MÍNIMO DE;NÃO;PAR                ;Utilizado
Pro00206;269839;LUVA CIRÚRGICA, MATERIAL:LÁTEX NATURAL, TAMANHO:7, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:COMPRIMENTO MÍNIMO DE 28C;NÃO;PAR                ;Utilizado
Pro00207;269843;LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:INJETÁVEL;SIM;FRASCO 20,00 ML    ;Utilizado
Pro00208;269846;LIDOCAÍNA CLORIDRATO, DOSAGEM:2%, APRESENTAÇÃO:GELÉIA;SIM;BISNAGA 30,00 G    ;Utilizado
Pro00209;269946;LUVA CIRÚRGICA, MATERIAL:LÁTEX NATURAL, TAMANHO:6,50, ESTERILIDADE:ESTÉRIL, CARACTERÍSTICAS ADICIONAIS:COMPRIMENTO MÍNIMO DE;NÃO;PAR                ;Utilizado
Pro00210;269954;BROMOPRIDA, DOSAGEM:10 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00211;269958;BROMOPRIDA, DOSAGEM:5 MG/ML, APRESENTAÇÃO:INJETÁVEL;NÃO;AMPOLA 2,00 ML     ;Utilizado
Pro00212;270007;NIMODIPINO, DOSAGEM:30 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00213;270019;GLICONATO DE CÁLCIO, DOSAGEM:10%, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 10,00 ML    ;Utilizado
Pro00214;270020;CLORETO DE SÓDIO, PRINCÍPIO ATIVO:ASSOCIADO COM CLORETO DE BENZALCÔNIO, DOSAGEM:0,9% + 0,01%, USO:SOLUÇÃO NASAL;NÃO;FRASCO 30,00 ML    ;Utilizado
Pro00215;270092;GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO;NÃO;FRASCO 250,00 ML   ;Utilizado
Pro00216;270092;GLICOSE, CONCENTRAÇÃO:5%, INDICAÇÃO:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO;NÃO;FRASCO 500,00 ML   ;Utilizado
Pro00217;270126;LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, DOSAGEM:200MG + 50MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00218;270128;LEVODOPA, COMPOSIÇÃO:ASSOCIADO À BENSERAZIDA, DOSAGEM:100MG + 25MG, APRESENTAÇÃO:COMPRIMIDOS DISPERSÍVEIS;NÃO;CÁPSULA            ;Utilizado
Pro00219;270130;LEVODOPA, COMPOSIÇÃO:ASSOCIADO À CARBIDOPA, DOSAGEM:250MG + 25MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00220;270140;BIPERIDENO, DOSAGEM:2 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00221;270219;HIDROCORTISONA, PRINCÍPIO ATIVO:500MG, APRESENTAÇÃO:INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00222;270220;HIDROCORTISONA, PRINCÍPIO ATIVO:100MG, APRESENTAÇÃO:INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00223;270495;COLAGENASE, APRESENTAÇÃO:ASSOCIADA COM CLORANFENICOL, CONCENTRAÇÃO:0,6UI + 1%, USO:POMADA;NÃO;BISNAGA 30,00 G    ;Utilizado
Pro00224;270558;ACETILCISTEÍNA, DOSAGEM:20 MG/ML, INDICAÇÃO:XAROPE;SIM;FRASCO 120,00 ML   ;Utilizado
Pro00225;270590;BETAMETASONA, COMPOSIÇÃO:DIPROPIONATO, APRESENTAÇÃO:ASSOCIADA COM BETAMETASONA FOSFATO, DOSAGEM:5MG + 2MG, USO:INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00226;270612;BENZILPENICILINA, APRESENTAÇÃO:BENZATINA, DOSAGEM:1.200.000UI, USO:INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00227;270613;BENZILPENICILINA, APRESENTAÇÃO:BENZATINA, DOSAGEM:600.000UI, USO:INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00228;270614;BENZILPENICILINA, APRESENTAÇÃO:POTÁSSICA, COMPOSIÇÃO:ASSOCIADA À PENICILINA PROCAINADA, DOSAGEM:100.000UI + 300.000UI, USO:IN;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00229;270621;ESCOPOLAMINA BUTILBROMETO, APRESENTAÇÃO:ASSOCIADA COM DIPIRONA SÓDICA, DOSAGEM:4MG + 500MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 5,00 ML     ;Utilizado
Pro00230;270814;CIANOCOBALAMINA, APRESENTAÇÃO:ASSOCIADA COM DEXAMETASONA, PIRIDOXINA E TIAMINA, DOSAGEM:5MG + 4MG + 100MG + 100MG, INDICAÇÃO:;NÃO;CONJUNTO           ;Utilizado
Pro00231;270998;DICLOFENACO, APRESENTAÇÃO:SAL POTÁSSICO, DOSAGEM:15MG/ML, USO:SOLUÇÃO ORAL - GOTAS;NÃO;FRASCO 20,00 ML    ;Utilizado
Pro00232;271000;DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:50 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00233;271003;DICLOFENACO, APRESENTAÇÃO:SAL SÓDICO, DOSAGEM:25MG/ML, USO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 3,00 ML     ;Utilizado
Pro00234;271089;AMOXICILINA, CONCENTRAÇÃO:500MG;NÃO;CÁPSULA            ;Utilizado
Pro00235;271103;CETOCONAZOL, DOSAGEM:2%, APRESENTAÇÃO:SHAMPOO;SIM;FRASCO 100,00 ML   ;Utilizado
Pro00236;271111;AMOXICILINA, CONCENTRAÇÃO:50MG/ML, APRESENTAÇÃO:PÓ PARA SUSPENSÃO ORAL;SIM;FRASCO 150,00 ML   ;Utilizado
Pro00237;271217;AMOXICILINA, PRINCÍPIO ATIVO:ASSOCIADA COM CLAVULANATO DE POTÁSSIO, CONCENTRAÇÃO:500MG + 125MG;SIM;COMPRIMIDO         ;Utilizado
Pro00238;271391;MORFINA, APRESENTAÇÃO:SULFATO, CONCENTRAÇÃO:30MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00239;271392;MORFINA, APRESENTAÇÃO:SULFATO, CONCENTRAÇÃO:10MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00240;271606;NORTRIPTILINA CLORIDRATO, DOSAGEM:25 MG;SIM;CÁPSULA            ;Utilizado
Pro00241;271687;ÁCIDO ASCÓRBICO, DOSAGEM:100 MG/ML, TIPO USO:INJETÁVEL;NÃO;AMPOLA 5,00 ML     ;Utilizado
Pro00242;271710;AMIODARONA, DOSAGEM:50MG/ML, INDICAÇÃO:INJETÁVEL;NÃO;AMPOLA 3,00 ML     ;Utilizado
Pro00243;271773;BROMAZEPAM, DOSAGEM:3 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00244;271774;BROMAZEPAM, DOSAGEM:6 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00245;271950;FENTANILA, APRESENTAÇÃO:SAL CITRATO, DOSAGEM:0,05 MG/ML, INDICAÇÃO:SOLUÇÃO INJETÁVEL;SIM;AMPOLA 5,00 ML     ;Utilizado
Pro00246;272045;CLOPIDOGREL, DOSAGEM:75 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00247;272329;PETIDINA CLORIDRATO, DOSAGEM:50 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;SIM;AMPOLA 2,00 ML     ;Utilizado
Pro00248;272333;DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA CLORIDRATO, DOSAGEM:50MG + 10MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00249;272334;DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA CLORIDRATO, DOSAGEM:50MG + 50MG/ML, TIPO MEDICAMENTO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00250;272336;DIMENIDRINATO, APRESENTAÇÃO:ASSOCIADO COM PIRIDOXINA + GLICOSE + FRUTOSE, DOSAGEM:3MG + 5MG + 100MG + 100MG/ML, TIPO MEDICAME;NÃO;AMPOLA 10,00 ML    ;Utilizado
Pro00251;272341;TIAMINA, DOSAGEM:300 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00252;272365;SERTRALINA CLORIDRATO, DOSAGEM:50MG;SIM;COMPRIMIDO         ;Utilizado
Pro00253;272367;TIORIDAZINA CLORIDRATO, CONCENTRAÇÃO:100 MG;NÃO;DRÁGEA             ;Utilizado
Pro00254;272381;VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:37,5 MG;SIM;CÁPSULA            ;Utilizado
Pro00255;272382;VENLAFAXINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:75 MG;NÃO;CÁPSULA            ;Utilizado
Pro00256;272420;CLORTALIDONA, DOSAGEM:50 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00257;272434;ANLODIPINO BESILATO, DOSAGEM:5 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00258;272454;CARBAMAZEPINA, DOSAGEM:20 MG/ML, APRESENTAÇÃO:SUSPENSÃO ORAL;NÃO;FRASCO 100,00 ML   ;Utilizado
Pro00259;272580;DORZOLAMIDA CLORIDRATO, DOSAGEM:2%, TIPO MEDICAMENTO:SOLUçÃO OFTÁLMICA;NÃO;FRASCO 5,00 ML     ;Utilizado
Pro00260;272581;TIMOLOL, CONCENTRAÇÃO:0,5%, INDICAÇÃO:SOLUÇÃO OFTÁLMICA;NÃO;FRASCO 5,00 ML     ;Utilizado
Pro00261;272796;HEPARINA SÓDICA, DOSAGEM:5.000UI/ML, INDICAÇÃO:INJETÁVEL;NÃO;AMPOLA 0,25 ML     ;Utilizado
Pro00262;272809;LAMOTRIGINA, DOSAGEM:100 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00263;272839;RISPERIDONA, DOSAGEM:1 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00264;272851;TOPIRAMATO, DOSAGEM:100 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00265;272901;CLOBAZAM, DOSAGEM:10 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00266;273009;FLUOXETINA, DOSAGEM:20 MG;SIM;CÁPSULA            ;Utilizado
Pro00267;273119;GLIMEPIRIDA, DOSAGEM:2 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00268;273121;GLIMEPIRIDA, DOSAGEM:4 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00269;273135;PROPATILNITRATO, DOSAGEM:10 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00270;273167;NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA;SIM;BISNAGA 10,00 G    ;Utilizado
Pro00271;273167;NEOMICINA, COMPOSIÇÃO:ASSOCIADA COM BACITRACINA, CONCENTRAÇÃO:5MG + 250UI/G, TIPO MEDICAMENTO:POMADA;SIM;BISNAGA 50,00 G    ;Utilizado
Pro00272;273221;MEMANTINA, COMPOSIÇÃO:SAL CLORIDRATO, CONCENTRAÇÃO:10 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00273;273257;OXCARBAZEPINA, DOSAGEM:300 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00274;273395;ISOSSORBIDA, PRINCÍPIO ATIVO:SAL DINITRATO, DOSAGEM:5 MG, TIPO MEDICAMENTO:SUBLINGUAL;NÃO;COMPRIMIDO         ;Utilizado
Pro00275;273400;ISOSSORBIDA, PRINCÍPIO ATIVO:SAL MONONITRATO, DOSAGEM:20 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00276;273401;ISOSSORBIDA, PRINCÍPIO ATIVO:SAL MONONITRATO, DOSAGEM:40 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00277;273466;LORATADINA, CONCENTRAÇÃO:10MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00278;273467;LORATADINA, CONCENTRAÇÃO:1MG/ML, TIPO MEDICAMENTO:XAROPE;SIM;FRASCO 100,00 ML   ;Utilizado
Pro00279;273473;LORAZEPAM, CONCENTRAÇÃO:2 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00280;273554;MELOXICAM, CONCENTRAÇÃO:15 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00281;273710;NIMESULIDA, DOSAGEM:100 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00282;273818;DIOSMINA, COMPOSIÇÃO:ASSOCIADA À HESPERIDINA, CONCENTRAÇÃO:450MG + 50MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00283;273940;PAROXETINA CLORIDRATO, DOSAGEM:20 MG;SIM;CÁPSULA            ;Utilizado
Pro00284;273952;PROGESTERONA, DOSAGEM:200 MG;NÃO;CÁPSULA            ;Utilizado
Pro00285;274806;ACETILCISTEÍNA, DOSAGEM:600 MG, INDICAÇÃO:PÓ PARA SOLUÇÃO ORAL;NÃO;ENVELOPE           ;Utilizado
Pro00286;275963;FINASTERIDA, CONCENTRAÇÃO:5 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00287;276233;INSULINA, ORIGEM:LISPRO, DOSAGEM:100U/ML, APLICAÇÃO:INJETÁVEL;NÃO;TUBETE 3,00 ML     ;Utilizado
Pro00288;276377;CILOSTAZOL, CONCENTRAÇÃO:50 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00289;276378;CILOSTAZOL, CONCENTRAÇÃO:100 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00290;276657;METOPROLOL, PRINCÍPIO ATIVO:SAL SUCCINATO, DOSAGEM:50 MG, APRESENTAÇÃO:LIBERAÇÃO CONTROLADA;SIM;COMPRIMIDO         ;Utilizado
Pro00291;276948;TRAZODONA CLORIDRATO, DOSAGEM:50 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00292;277649;ANAGRELIDA CLORIDRATO, DOSAGEM:0,5 MG;NÃO;CÁPSULA            ;Utilizado
Pro00293;278261;TIOPENTAL SÓDICO, DOSAGEM:1 G, APRESENTAÇÃO:INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00294;278283;ACETAZOLAMIDA, DOSAGEM:250 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00295;278338;ÁCIDO TRANEXÂMICO, DOSAGEM:250 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00296;279269;VARFARINA SÓDICA, DOSAGEM:5 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00297;282881;ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:10 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00298;282882;ROSUVASTATINA, COMPOSIÇÃO:CÁLCICA, CONCENTRAÇÃO:20 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00299;284101;ARIPIPRAZOL, CONCENTRAÇÃO:15 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00300;284465;ALPRAZOLAM, DOSAGEM:2 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00301;288275;TINIDAZOL, APRESENTAÇÃO:ASSOCIADO COM MICONAZOL, CONCENTRAÇÃO:3% + 2%, APLICAÇÃO:CREME VAGINAL;NÃO;BISNAGA 45,00 G    ;Utilizado
Pro00302;292030;TIBOLONA, CONCENTRAÇÃO:2,5 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00303;292194;HALOPERIDOL, APRESENTAÇÃO:SAL DECANOATO, CONCENTRAÇÃO:50 MG/ML, TIPO USO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00304;292195;HALOPERIDOL, CONCENTRAÇÃO:2 MG/ML, TIPO USO:SOLUÇÃO ORAL-GOTAS;NÃO;FRASCO 20,00 ML    ;Utilizado
Pro00305;292196;HALOPERIDOL, CONCENTRAÇÃO:5 MG/ML, TIPO USO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00306;292238;MESALAZINA, CONCENTRAÇÃO:800 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00307;292331;SALBUTAMOL, DOSAGEM:0,4 MG/ML, FORMA FARMACÊUTICA:XAROPE;SIM;FRASCO 120,00 ML   ;Utilizado
Pro00308;292345;SULFATO FERROSO, DOSAGEM FERRO:25MG/ML DE FERRO II, FORMA FARMACÊUTICA:SOLUÇÃO ORAL-GOTAS;NÃO;FRASCO 30,00 ML    ;Utilizado
Pro00309;292382;TRAMADOL CLORIDRATO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SIM;AMPOLA 2,00 ML     ;Utilizado
Pro00310;292399;FITOMENADIONA, DOSAGEM:10 MG/ML, APRESENTAÇÃO:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00311;292427;DEXAMETASONA, DOSAGEM:4 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SIM;AMPOLA 2,50 ML     ;Utilizado
Pro00312;294643;IBUPROFENO, DOSAGEM:50 MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;NÃO;FRASCO 30,00 ML    ;Utilizado
Pro00313;294887;SALBUTAMOL, DOSAGEM:100MCG/DOSE, FORMA FARMACÊUTICA:AEROSOL ORAL;NÃO;FRASCO 200,00 DOSES;Utilizado
Pro00314;296272;AMINOFILINA, DOSAGEM:240 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL-GOTAS;NÃO;FRASCO 10,00 ML    ;Utilizado
Pro00315;296650;LEVOTIROXINA SÓDICA, DOSAGEM:112 MCG;SIM;COMPRIMIDO         ;Utilizado
Pro00316;297746;"DISPOSITIVO INTRA-UTERINO (DIU), FORMATO:EM ""T"", TIPO:FLEXÍVEL, MATERIAL:POLETILENO, ESTRUTURA:FIO COBRE ENROLADO HASTE,CONE";NÃO;UNIDADE            ;Utilizado
Pro00317;298734;CICLOSPORINA, CONCENTRAÇÃO:0,5 MG/ML, FORMA FARMACÊUTICA:EMULSÃO OFTÁLMICA;NÃO;FLACONETE 0,40 ML  ;Utilizado
Pro00318;299675;MANITOL, DOSAGEM:20%, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICAS ADICIONAIS:SISTEMA FECHADO;NÃO;BOLSA 250,00 ML    ;Utilizado
Pro00319;300723;FENOBARBITAL SÓDICO, DOSAGEM:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS;NÃO;FRASCO 20,00 ML    ;Utilizado
Pro00320;300725;FENOBARBITAL SÓDICO, DOSAGEM:100 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 2,00 ML     ;Utilizado
Pro00321;300733;DEXAMETASONA, CONCENTRAÇÃO:2 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;SIM;AMPOLA 1,00 ML     ;Utilizado
Pro00322;300988;PERICIAZINA, DOSAGEM:10 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS;NÃO;FRASCO 20,00 ML    ;Utilizado
Pro00323;300989;PERICIAZINA, DOSAGEM:40 MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO ORAL - GOTAS;NÃO;FRASCO 20,00 ML    ;Utilizado
Pro00324;302442;DULOXETINA, CONCENTRAÇÃO:30 MG, FORMA FARMACÊUTICA:MICROGRÂNULOS DE LIBERAÇÃO LENTA;NÃO;CÁPSULA            ;Utilizado
Pro00325;302443;DULOXETINA, CONCENTRAÇÃO:60 MG, FORMA FARMACÊUTICA:MICROGRÂNULOS DE LIBERAÇÃO LENTA;NÃO;CÁPSULA            ;Utilizado
Pro00326;303292;RINGER, COMPOSIÇÃO:ASSOCIADO COM LACTATO DE SÓDIO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FEC;NÃO;BOLSA 250,00 ML    ;Utilizado
Pro00327;303292;RINGER, COMPOSIÇÃO:ASSOCIADO COM LACTATO DE SÓDIO, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL, CARACTERÍSTICA ADICIONAL:SISTEMA FEC;NÃO;BOLSA 500,00 ML    ;Utilizado
Pro00328;304788;CINACALCETE, CONCENTRAÇÃO:30 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00329;304871;MORFINA, APRESENTAÇÃO:SULFATO, CONCENTRAÇÃO:10MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00330;304872;MORFINA, APRESENTAÇÃO:SULFATO, CONCENTRAÇÃO:0,2MG/ML, FORMA FARMACÊUTICA:SOLUÇÃO INJETÁVEL;NÃO;AMPOLA 1,00 ML     ;Utilizado
Pro00331;305257;LEUPRORRELINA ACETATO, CONCENTRAÇÃO:3,75 MG, FORMA FARMACÊUTICA:PÓ LIÓFILO P/INJETÁVEL;NÃO;FRASCO-AMPOLA      ;Utilizado
Pro00332;305270;LEVOFLOXACINO, DOSAGEM:500 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00333;305414;EXTRATO MEDICINAL, PRINCÍPIO ATIVO:GINKGO BILOBA, CONCENTRAÇÃO:80 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00334;305935;PROPOFOL, DOSAGEM:10 MG/ML, FORMA FARMACÊUTICA:EMULSÃO INJETÁVEL;NÃO;AMPOLA 10,00 ML    ;Utilizado
Pro00335;308726;BENZOATO DE BENZILA, DOSAGEM:25%, FORMA FARMACÊUTICA:EMULSÃO TÓPICA;NÃO;FRASCO 100,00 ML   ;Utilizado
Pro00336;308736;CETOCONAZOL, DOSAGEM:20 MG/G, FORMA FARMACÊUTICA:CREME TÓPICO;SIM;BISNAGA 30,00 G    ;Utilizado
Pro00337;308738;CIPROFIBRATO, DOSAGEM:100 MG;SIM;COMPRIMIDO         ;Utilizado
Pro00338;308882;SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:400MG + 80MG;SIM;COMPRIMIDO         ;Utilizado
Pro00339;308884;SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:40MG + 8MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;SIM;FRASCO 100,00 ML   ;Utilizado
Pro00340;308884;SULFAMETOXAZOL, COMPOSIÇÃO:ASSOCIADO À TRIMETOPRIMA, CONCENTRAÇÃO:40MG + 8MG/ML, FORMA FARMACÊUTICA:SUSPENSÃO ORAL;SIM;FRASCO 50,00 ML    ;Utilizado
Pro00341;309040;ÁCIDO URSODESOXICÓLICO, CONCENTRAÇÃO:300 MG;NÃO;COMPRIMIDO         ;Utilizado
Pro00342;309441;TRAMADOL CLORIDRATO, DOSAGEM:100 MG;NÃO;COMPRIMIDO         ;Utilizado
